,file,shot_id,character,avg_confidence
0,5555360238519252381.mp4,19,Stacey Branning,0.7189864598741409
1,5555360238519252381.mp4,36,Janine Malloy,0.8336664234186062
2,5555360238519252381.mp4,38,Janine Malloy,0.8777638169968206
3,5555360238519252381.mp4,42,Ryan Malloy,0.8236989058993889
4,5555360238519252381.mp4,46,Ryan Malloy,0.8372160703289124
5,5555360238519252381.mp4,48,Ryan Malloy,0.8575387875144171
6,5555360238519252381.mp4,53,Ryan Malloy,0.8500696016070611
7,5555360238519252381.mp4,56,Ryan Malloy,0.8918774385142628
8,5555360238519252381.mp4,59,Ryan Malloy,0.791247879083292
9,5555360238519252381.mp4,71,Stacey Branning,0.7558479042335167
10,5555360238519252381.mp4,76,Stacey Branning,0.7610047531187684
11,5555360238519252381.mp4,84,Stacey Branning,0.7434635287626663
12,5555360238519252381.mp4,86,Stacey Branning,0.7537430777192907
13,5555360238519252381.mp4,88,Stacey Branning,0.7001786715581442
14,5555360238519252381.mp4,90,Stacey Branning,0.7470309262132055
15,5555360238519252381.mp4,106,Stacey Branning,0.714366834553282
16,5555360238519252381.mp4,114,Stacey Branning,0.7965896310862682
17,5555360238519252381.mp4,116,Stacey Branning,0.7366173690097529
18,5555360238519252381.mp4,135,Janine Malloy,0.8383452078507895
19,5555360238519252381.mp4,136,Janine Malloy,0.7970893658133592
20,5555360238519252381.mp4,139,Janine Malloy,0.8289703179079364
21,5555360238519252381.mp4,141,Janine Malloy,0.82165855859656
22,5555360238519252381.mp4,145,Janine Malloy,0.7894470429315148
23,5555360238519252381.mp4,148,Ryan Malloy,0.7455953050669217
24,5555360238519252381.mp4,153,Janine Malloy,0.7268151731312105
25,5555360238519252381.mp4,157,Janine Malloy,0.7214995079989186
26,5555360238519252381.mp4,161,Ryan Malloy,0.8213649634206626
27,5555360238519252381.mp4,163,Ryan Malloy,0.9070718477629922
28,5555360238519252381.mp4,179,Stacey Branning,0.7048960240746683
29,5555360238519252381.mp4,181,Stacey Branning,0.7552925825044134
30,5555360238519252381.mp4,186,Stacey Branning,0.7618696893121032
31,5555360238519252381.mp4,191,Stacey Branning,0.778967948818562
32,5555360238519252381.mp4,195,Stacey Branning,0.7652020039918046
33,5555360238519252381.mp4,198,Stacey Branning,0.7532989757019753
34,5555360238519252381.mp4,200,Stacey Branning,0.7835296736167845
35,5555360238519252381.mp4,240,Ryan Malloy,0.8563151510806866
36,5555360238519252381.mp4,246,Ryan Malloy,0.7609034783332593
37,5555360238519252381.mp4,248,Ryan Malloy,0.8456553888481481
38,5555360238519252381.mp4,249,Ryan Malloy,0.7773486686340627
39,5555360238519252381.mp4,258,Ryan Malloy,0.8995525167327125
40,5555360238519252381.mp4,259,Ryan Malloy,0.8063917905713898
41,5555360238519252381.mp4,260,Ryan Malloy,0.8394626380844552
42,5555360238519252381.mp4,285,Stacey Branning,0.8237697822089076
43,5555360238519252381.mp4,295,Stacey Branning,0.8329461998036691
44,5555360238519252381.mp4,297,Stacey Branning,0.8029454363257499
45,5555360238519252381.mp4,299,Stacey Branning,0.7880715403909562
46,5555360238519252381.mp4,308,Stacey Branning,0.7694930817862426
47,5555360238519252381.mp4,310,Stacey Branning,0.7313200235050327
48,5555360238519252381.mp4,314,Stacey Branning,0.7518034380735236
49,5555360238519252381.mp4,316,Stacey Branning,0.8261203818485129
50,5555360238519252381.mp4,318,Stacey Branning,0.8334833587347436
51,5555360238519252381.mp4,330,Ryan Malloy,0.8752968747497719
52,5555360238519252381.mp4,331,Ryan Malloy,0.8768122303657713
53,5555360238519252381.mp4,332,Janine Malloy,0.7995045324171702
54,5555360238519252381.mp4,333,Ryan Malloy,0.8327025100139624
55,5555360238519252381.mp4,333,Janine Malloy,0.8177437432744371
56,5555360238519252381.mp4,337,Stacey Branning,0.7229881906849286
57,5555360238519252381.mp4,343,Stacey Branning,0.71131526996857
58,5555360238519252381.mp4,345,Stacey Branning,0.7014448801858306
59,5555360238519252381.mp4,357,Ryan Malloy,0.8540177794716842
60,5555360238519252381.mp4,358,Janine Malloy,0.7402503107331931
61,5555360238519252381.mp4,359,Ryan Malloy,0.9089202249838788
62,5555360238519252381.mp4,360,Janine Malloy,0.7512382889057688
63,5555360238519252381.mp4,361,Ryan Malloy,0.8363332480146072
64,5555360238519252381.mp4,362,Ryan Malloy,0.8457236199324774
65,5555360238519252381.mp4,363,Ryan Malloy,0.885809603232142
66,5555360238519252381.mp4,365,Janine Malloy,0.7643965691412414
67,5555360238519252381.mp4,366,Janine Malloy,0.7712816622596561
68,5555360238519252381.mp4,366,Ryan Malloy,0.8559911351733327
69,5555360238519252381.mp4,367,Janine Malloy,0.7537681364457064
70,5555360238519252381.mp4,368,Ryan Malloy,0.8406139082907884
71,5555360238519252381.mp4,370,Janine Malloy,0.7525183292730578
72,5555360238519252381.mp4,385,Janine Malloy,0.801848685362868
73,5555360238519252381.mp4,391,Ryan Malloy,0.8639050243499382
74,5555360238519252381.mp4,394,Janine Malloy,0.7850410849927213
75,5555360238519252381.mp4,395,Ryan Malloy,0.7254794397390967
76,5555360238519252381.mp4,403,Janine Malloy,0.7244593269806088
77,5555360238519252381.mp4,429,Ryan Malloy,0.8661133076807772
78,5555360238519252381.mp4,431,Ryan Malloy,0.8049157825470455
79,5555360238519252381.mp4,433,Ryan Malloy,0.829425582619544
80,5555360238519252381.mp4,435,Ryan Malloy,0.7916575541473343
81,5555360238519252381.mp4,437,Ryan Malloy,0.8752972115407617
82,5555360238519252381.mp4,439,Ryan Malloy,0.8643524303552658
83,5555360238519252381.mp4,445,Ryan Malloy,0.7715079823592507
84,5555360238519252381.mp4,447,Ryan Malloy,0.7704328825021031
85,5555360238519252381.mp4,449,Ryan Malloy,0.769065019489658
86,5555360238519252381.mp4,450,Ryan Malloy,0.7598165292121177
87,5555360238519252381.mp4,452,Ryan Malloy,0.8296025152400069
88,5555360238519252381.mp4,453,Ryan Malloy,0.7801574397955513
89,5555360238519252381.mp4,455,Ryan Malloy,0.8699741851082639
90,5555360238519252381.mp4,457,Ryan Malloy,0.835049500675874
91,5555360238519252381.mp4,459,Ryan Malloy,0.8593221968117591
92,5555360238519252381.mp4,461,Ryan Malloy,0.855625649358727
93,5555360238519252381.mp4,463,Ryan Malloy,0.8869615574351326
94,5555360238519252381.mp4,470,Janine Malloy,0.7440007321888658
95,5555360238519252381.mp4,508,Stacey Branning,0.7673313320591102
96,5555360238519252381.mp4,512,Janine Malloy,0.7572559153524342
97,5555360238519252381.mp4,513,Stacey Branning,0.7227807431383696
98,5555360238519252381.mp4,519,Stacey Branning,0.7509369623115281
99,5555360238519252381.mp4,521,Stacey Branning,0.7900187747416113
